sample_id,drug_id,drug_name,cell_context,dose_value,time,n_cells,smiles,scaffold,pubchem_cid,split_random,split_cell_heldout,split_scaffold_heldout,split_cell_scaffold_heldout
Linifanib (ABT-869)__K562__10nM__24h,Linifanib (ABT-869),Linifanib (ABT-869),K562,10.0,24.0,257,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,11485656,test,train,train,train
Linifanib (ABT-869)__K562__100nM__24h,Linifanib (ABT-869),Linifanib (ABT-869),K562,100.0,24.0,271,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,11485656,test,train,train,train
Linifanib (ABT-869)__K562__1000nM__24h,Linifanib (ABT-869),Linifanib (ABT-869),K562,1000.0,24.0,269,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,11485656,train,train,train,train
Linifanib (ABT-869)__K562__10000nM__24h,Linifanib (ABT-869),Linifanib (ABT-869),K562,10000.0,24.0,269,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,11485656,train,train,train,train
Linifanib (ABT-869)__MCF7__10nM__24h,Linifanib (ABT-869),Linifanib (ABT-869),MCF7,10.0,24.0,401,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,11485656,test,test,train,excluded
Linifanib (ABT-869)__MCF7__100nM__24h,Linifanib (ABT-869),Linifanib (ABT-869),MCF7,100.0,24.0,403,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,11485656,train,test,train,excluded
Linifanib (ABT-869)__MCF7__1000nM__24h,Linifanib (ABT-869),Linifanib (ABT-869),MCF7,1000.0,24.0,413,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,11485656,train,test,train,excluded
Linifanib (ABT-869)__MCF7__10000nM__24h,Linifanib (ABT-869),Linifanib (ABT-869),MCF7,10000.0,24.0,291,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,11485656,train,test,train,excluded
Lomustine __A549__10nM__24h,Lomustine ,Lomustine ,A549,10.0,24.0,243,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,train,train,train,train
Lomustine __A549__100nM__24h,Lomustine ,Lomustine ,A549,100.0,24.0,215,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,train,train,train,train
Lomustine __A549__1000nM__24h,Lomustine ,Lomustine ,A549,1000.0,24.0,271,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,test,train,train,train
Lomustine __A549__10000nM__24h,Lomustine ,Lomustine ,A549,10000.0,24.0,216,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,train,train,train,train
Lomustine __K562__10nM__24h,Lomustine ,Lomustine ,K562,10.0,24.0,251,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,train,train,train,train
Lomustine __K562__100nM__24h,Lomustine ,Lomustine ,K562,100.0,24.0,258,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,train,train,train,train
Lomustine __K562__1000nM__24h,Lomustine ,Lomustine ,K562,1000.0,24.0,241,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,train,train,train,train
Lomustine __K562__10000nM__24h,Lomustine ,Lomustine ,K562,10000.0,24.0,219,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,test,train,train,train
Lomustine __MCF7__10nM__24h,Lomustine ,Lomustine ,MCF7,10.0,24.0,461,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,train,test,train,excluded
Lomustine __MCF7__100nM__24h,Lomustine ,Lomustine ,MCF7,100.0,24.0,526,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,train,test,train,excluded
Lomustine __MCF7__1000nM__24h,Lomustine ,Lomustine ,MCF7,1000.0,24.0,514,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,train,test,train,excluded
Lomustine __MCF7__10000nM__24h,Lomustine ,Lomustine ,MCF7,10000.0,24.0,452,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CCCCC1,3950,train,test,train,excluded
"Luminespib (AUY-922, NVP-AUY922)__A549__10nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",A549,10.0,24.0,250,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,train,train,train,train
"Luminespib (AUY-922, NVP-AUY922)__A549__100nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",A549,100.0,24.0,164,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,test,train,train,train
"Luminespib (AUY-922, NVP-AUY922)__A549__1000nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",A549,1000.0,24.0,151,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,train,train,train,train
"Luminespib (AUY-922, NVP-AUY922)__A549__10000nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",A549,10000.0,24.0,201,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,test,train,train,train
"Luminespib (AUY-922, NVP-AUY922)__K562__10nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",K562,10.0,24.0,216,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,train,train,train,train
"Luminespib (AUY-922, NVP-AUY922)__K562__100nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",K562,100.0,24.0,104,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,train,train,train,train
"Luminespib (AUY-922, NVP-AUY922)__K562__10000nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",K562,10000.0,24.0,102,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,train,train,train,train
"Luminespib (AUY-922, NVP-AUY922)__MCF7__10nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",MCF7,10.0,24.0,440,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,train,test,train,excluded
"Luminespib (AUY-922, NVP-AUY922)__MCF7__100nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",MCF7,100.0,24.0,330,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,train,test,train,excluded
"Luminespib (AUY-922, NVP-AUY922)__MCF7__1000nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",MCF7,1000.0,24.0,243,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,test,test,train,excluded
"Luminespib (AUY-922, NVP-AUY922)__MCF7__10000nM__24h","Luminespib (AUY-922, NVP-AUY922)","Luminespib (AUY-922, NVP-AUY922)",MCF7,10000.0,24.0,170,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,135539077,test,test,train,excluded
M344__A549__10nM__24h,M344,M344,A549,10.0,24.0,252,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,train,train,train,train
M344__A549__100nM__24h,M344,M344,A549,100.0,24.0,218,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,train,train,train,train
M344__A549__1000nM__24h,M344,M344,A549,1000.0,24.0,225,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,train,train,train,train
M344__A549__10000nM__24h,M344,M344,A549,10000.0,24.0,165,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,train,train,train,train
M344__K562__10nM__24h,M344,M344,K562,10.0,24.0,243,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,train,train,train,train
M344__K562__100nM__24h,M344,M344,K562,100.0,24.0,228,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,train,train,train,train
M344__K562__1000nM__24h,M344,M344,K562,1000.0,24.0,154,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,train,train,train,train
M344__MCF7__10nM__24h,M344,M344,MCF7,10.0,24.0,537,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,test,test,train,excluded
M344__MCF7__100nM__24h,M344,M344,MCF7,100.0,24.0,563,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,train,test,train,excluded
M344__MCF7__1000nM__24h,M344,M344,MCF7,1000.0,24.0,474,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,train,test,train,excluded
M344__MCF7__10000nM__24h,M344,M344,MCF7,10000.0,24.0,450,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,c1ccccc1,3994,train,test,train,excluded
MC1568__A549__10nM__24h,MC1568,MC1568,A549,10.0,24.0,207,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,test,train,train,train
MC1568__A549__100nM__24h,MC1568,MC1568,A549,100.0,24.0,208,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,train,train,train
MC1568__A549__1000nM__24h,MC1568,MC1568,A549,1000.0,24.0,231,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,train,train,train
MC1568__A549__10000nM__24h,MC1568,MC1568,A549,10000.0,24.0,162,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,train,train,train
MC1568__K562__10nM__24h,MC1568,MC1568,K562,10.0,24.0,228,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,train,train,train
MC1568__K562__100nM__24h,MC1568,MC1568,K562,100.0,24.0,249,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,train,train,train
MC1568__K562__1000nM__24h,MC1568,MC1568,K562,1000.0,24.0,294,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,train,train,train
MC1568__K562__10000nM__24h,MC1568,MC1568,K562,10000.0,24.0,261,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,train,train,train
MC1568__MCF7__10nM__24h,MC1568,MC1568,MCF7,10.0,24.0,522,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,test,train,excluded
MC1568__MCF7__100nM__24h,MC1568,MC1568,MCF7,100.0,24.0,466,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,test,train,excluded
MC1568__MCF7__1000nM__24h,MC1568,MC1568,MCF7,1000.0,24.0,571,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,test,train,excluded
MC1568__MCF7__10000nM__24h,MC1568,MC1568,MCF7,10000.0,24.0,554,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,O=C(/C=C/c1cc[nH]c1)c1ccccc1,11381449,train,test,train,excluded
MK-0752__A549__10nM__24h,MK-0752,MK-0752,A549,10.0,24.0,284,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,train,train,train,train
MK-0752__A549__100nM__24h,MK-0752,MK-0752,A549,100.0,24.0,253,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,train,train,train,train
MK-0752__A549__1000nM__24h,MK-0752,MK-0752,A549,1000.0,24.0,244,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,train,train,train,train
MK-0752__A549__10000nM__24h,MK-0752,MK-0752,A549,10000.0,24.0,260,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,train,train,train,train
MK-0752__K562__10nM__24h,MK-0752,MK-0752,K562,10.0,24.0,252,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,test,train,train,train
MK-0752__K562__100nM__24h,MK-0752,MK-0752,K562,100.0,24.0,258,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,train,train,train,train
MK-0752__K562__1000nM__24h,MK-0752,MK-0752,K562,1000.0,24.0,268,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,train,train,train,train
MK-0752__K562__10000nM__24h,MK-0752,MK-0752,K562,10000.0,24.0,251,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,train,train,train,train
MK-0752__MCF7__10nM__24h,MK-0752,MK-0752,MCF7,10.0,24.0,533,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,train,test,train,excluded
MK-0752__MCF7__100nM__24h,MK-0752,MK-0752,MCF7,100.0,24.0,572,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,train,test,train,excluded
MK-0752__MCF7__1000nM__24h,MK-0752,MK-0752,MCF7,1000.0,24.0,480,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,test,test,train,excluded
MK-0752__MCF7__10000nM__24h,MK-0752,MK-0752,MCF7,10000.0,24.0,386,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,O=S(=O)(c1ccccc1)C1(c2ccccc2)CCCCC1,9803433,train,test,train,excluded
MK-5108 (VX-689)__A549__10nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),A549,10.0,24.0,225,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,test,train,test,excluded
MK-5108 (VX-689)__A549__100nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),A549,100.0,24.0,233,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,train,train,test,excluded
MK-5108 (VX-689)__A549__1000nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),A549,1000.0,24.0,238,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,train,train,test,excluded
MK-5108 (VX-689)__A549__10000nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),A549,10000.0,24.0,140,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,train,train,test,excluded
MK-5108 (VX-689)__K562__10nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),K562,10.0,24.0,253,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,test,train,test,excluded
MK-5108 (VX-689)__K562__100nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),K562,100.0,24.0,208,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,train,train,test,excluded
MK-5108 (VX-689)__K562__1000nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),K562,1000.0,24.0,235,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,train,train,test,excluded
MK-5108 (VX-689)__MCF7__10nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),MCF7,10.0,24.0,569,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,test,test,test,test
MK-5108 (VX-689)__MCF7__100nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),MCF7,100.0,24.0,526,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,train,test,test,test
MK-5108 (VX-689)__MCF7__1000nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),MCF7,1000.0,24.0,418,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,train,test,test,test
MK-5108 (VX-689)__MCF7__10000nM__24h,MK-5108 (VX-689),MK-5108 (VX-689),MCF7,10000.0,24.0,346,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,c1ccc(OC2CCC(Cc3cccc(Nc4nccs4)n3)CC2)cc1,24748204,train,test,test,test
MLN8054__A549__10nM__24h,MLN8054,MLN8054,A549,10.0,24.0,196,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,train,train,test,excluded
MLN8054__A549__100nM__24h,MLN8054,MLN8054,A549,100.0,24.0,137,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,train,train,test,excluded
MLN8054__A549__1000nM__24h,MLN8054,MLN8054,A549,1000.0,24.0,109,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,train,train,test,excluded
MLN8054__A549__10000nM__24h,MLN8054,MLN8054,A549,10000.0,24.0,128,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,test,train,test,excluded
MLN8054__K562__10nM__24h,MLN8054,MLN8054,K562,10.0,24.0,179,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,train,train,test,excluded
MLN8054__K562__100nM__24h,MLN8054,MLN8054,K562,100.0,24.0,117,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,train,train,test,excluded
MLN8054__K562__1000nM__24h,MLN8054,MLN8054,K562,1000.0,24.0,188,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,train,train,test,excluded
MLN8054__K562__10000nM__24h,MLN8054,MLN8054,K562,10000.0,24.0,205,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,test,train,test,excluded
MLN8054__MCF7__10nM__24h,MLN8054,MLN8054,MCF7,10.0,24.0,419,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,train,test,test,test
MLN8054__MCF7__100nM__24h,MLN8054,MLN8054,MCF7,100.0,24.0,377,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,train,test,test,test
MLN8054__MCF7__1000nM__24h,MLN8054,MLN8054,MCF7,1000.0,24.0,411,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,train,test,test,test
MLN8054__MCF7__10000nM__24h,MLN8054,MLN8054,MCF7,10000.0,24.0,460,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,11712649,train,test,test,test
Maraviroc__A549__10nM__24h,Maraviroc,Maraviroc,A549,10.0,24.0,258,CC1=NN=C(N1C2C[C@H]3CC[C@@H](C2)N3CC[C@@H](C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,O=C(N[C@@H](CCN1[C@@H]2CC[C@H]1CC(n1cnnc1)C2)c1ccccc1)C1CCCCC1,3002977,train,train,train,train
Maraviroc__A549__100nM__24h,Maraviroc,Maraviroc,A549,100.0,24.0,215,CC1=NN=C(N1C2C[C@H]3CC[C@@H](C2)N3CC[C@@H](C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,O=C(N[C@@H](CCN1[C@@H]2CC[C@H]1CC(n1cnnc1)C2)c1ccccc1)C1CCCCC1,3002977,train,train,train,train
Maraviroc__A549__1000nM__24h,Maraviroc,Maraviroc,A549,1000.0,24.0,206,CC1=NN=C(N1C2C[C@H]3CC[C@@H](C2)N3CC[C@@H](C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,O=C(N[C@@H](CCN1[C@@H]2CC[C@H]1CC(n1cnnc1)C2)c1ccccc1)C1CCCCC1,3002977,train,train,train,train
